18,2010,116,930,13.341,15.93,339.1,19.04,9.29
18,2010,116,1000,13.31,15.81,339.7,18.57,9.27
18,2010,116,1030,13.282,15.12,345,18.04,9.25
18,2010,116,1100,13.258,14.47,345.5,15.83,9.22
18,2010,116,1130,13.241,15.71,328.5,17.57,9.2
18,2010,116,1200,13.226,16.79,330.2,18.88,9.17
18,2010,116,1230,13.209,16.79,326.5,18.3,9.15
18,2010,116,1300,13.194,16.79,330.4,19.3,9.13
18,2010,116,1330,13.179,14.39,332.6,18.15,9.11
18,2010,116,1400,13.165,14.45,334.4,17.36,9.07
18,2010,116,1430,13.157,13.88,336.8,16.41,9.05
18,2010,116,1500,13.149,12.88,338.2,16.46,9.02
18,2010,116,1530,13.139,11.51,335.1,15.46,8.99
18,2010,116,1600,13.131,11.46,333.5,14.99,8.97
18,2010,116,1630,13.128,8.29,329.6,10.94,8.93
18,2010,116,1700,13.126,8.24,332.2,9.99,8.91
18,2010,116,1730,13.123,6.791,336,9.99,8.89
18,2010,116,1800,13.12,6.87,338.7,8.31,8.87
18,2010,116,1830,13.114,4.063,339.3,7.52,8.87
18,2010,116,1900,13.113,3.296,335.6,5.891,8.87
18,2010,116,1930,13.117,4.129,338,5.313,8.87
18,2010,116,2000,13.131,4.433,341.3,5.786,8.88
18,2010,116,2030,13.16,3.326,342.3,5.733,8.88
18,2010,116,2100,13.202,4.165,338.8,6.312,8.89
18,2010,116,2130,13.254,4.266,343,6.365,8.89
18,2010,116,2200,13.312,5.685,339.7,7.63,8.88
18,2010,116,2230,13.364,7.82,339.9,8.99,8.87
18,2010,116,2300,13.405,8.81,342.6,9.84,8.86
18,2010,116,2330,13.44,9.34,335.7,10.47,8.86
18,2010,116,2400,13.47,7.76,334.4,8.89,8.85
18,2010,117,30,13.488,8.97,339.7,10.99,8.84
18,2010,117,100,13.493,8.64,335.5,9.63,8.83
18,2010,117,130,13.491,5.703,353.3,8.68,8.83
18,2010,117,200,13.488,5.221,337,6.838,8.82
18,2010,117,230,13.484,4.835,340.2,7.63,8.83
18,2010,117,300,13.48,5.452,335.7,7.89,8.83
18,2010,117,330,13.478,5.964,345.4,8.36,8.84
18,2010,117,400,13.478,5.103,353.5,7.21,8.85
18,2010,117,430,13.477,4.467,350.3,6.628,8.85
18,2010,117,500,13.476,4.207,338.3,6.259,8.86
18,2010,117,530,13.476,3.521,322.9,7.89,8.86
18,2010,117,600,13.475,9.69,17.58,11.2,8.86
18,2010,117,630,13.47,8.83,7.46,11.41,8.85
18,2010,117,700,13.46,8.3,0.998,10.05,8.84
18,2010,117,730,13.441,9.93,344.9,11.78,8.83
18,2010,117,800,13.412,7.82,17.42,11.83,8.82
18,2010,117,830,13.368,6.957,24.19,9.42,8.81
18,2010,117,900,13.314,7.29,348.5,9.63,8.8
18,2010,117,930,13.259,9.2,338.8,11.31,8.79
18,2010,117,1000,13.213,9.18,340.2,11.73,8.78
18,2010,117,1030,13.182,7.95,339.8,10.68,8.77
18,2010,117,1100,13.154,7.85,342.4,9.15,8.77
18,2010,117,1130,13.122,8.27,338.3,11.05,8.77
18,2010,117,1200,13.093,5.702,348.6,8.31,8.78
18,2010,117,1230,13.071,4.774,3.163,8.05,8.77
18,2010,117,1300,13.053,6.224,351.2,9.1,8.78
18,2010,117,1330,13.037,8.52,344.7,9.99,8.78
18,2010,117,1400,13.023,6.86,8.33,8.78,8.77
18,2010,117,1430,13.014,6.372,28.55,8.94,8.77
18,2010,117,1500,13.02,4.682,18.36,6.628,8.77
18,2010,117,1530,13.03,3.194,359.3,4.681,8.78
18,2010,117,1600,13.038,3.362,4.012,4.366,8.79
18,2010,117,1630,13.047,1.678,358.9,2.946,8.81
18,2010,117,1700,13.057,1.256,25.41,2.63,8.83
18,2010,117,1730,13.068,1.564,349.4,2.42,8.85
18,2010,117,1800,13.076,0.913,298.4,2.262,8.86
18,2010,117,1830,13.084,0.872,275.2,1.894,8.87
18,2010,117,1900,13.092,1.589,26.25,3.524,8.88
18,2010,117,1930,13.1,2.84,28.35,3.945,8.89
18,2010,117,2000,13.108,2.587,43.87,3.577,8.89
18,2010,117,2030,13.119,3.225,43.07,4.366,8.9
18,2010,117,2100,13.141,2.443,49.08,4.05,8.92
18,2010,117,2130,13.17,2.155,43.53,3.735,8.93
18,2010,117,2200,13.201,1.517,10.63,2.946,8.92
18,2010,117,2230,13.231,2.043,44.4,3.051,8.92
18,2010,117,2300,13.259,2.644,52.04,3.314,8.92
18,2010,117,2330,13.289,1.312,26.71,2.577,8.93
18,2010,117,2400,13.316,1.582,12.81,2.472,8.94
18,2010,118,30,13.337,1.519,13.41,2.42,8.96
18,2010,118,100,13.358,1.41,10.82,2.84,8.97
18,2010,118,130,13.381,1.777,355.8,4.05,8.98
18,2010,118,200,13.409,4.481,45.74,6.102,8.99
18,2010,118,230,13.442,3.453,46.49,5.313,8.99
